maintenance_id,machine_id,maintenance_date,maintenance_type,cost
1224,381,2026-09-14,清潔消毒,882
874,178,2026-09-15,定期保養,1027
1789,27,2026-09-15,性能檢測,945
2367,53,2026-09-15,定期保養,1632
1251,320,2026-09-16,清潔消毒,738
2142,225,2026-09-16,零件更換,5235
1679,73,2026-09-16,定期保養,945
1293,235,2026-09-16,定期保養,524
1540,220,2026-09-16,清潔消毒,328
546,157,2026-09-16,定期保養,1331
2244,399,2026-09-17,零件更換,7688
1503,10,2026-09-17,清潔消毒,1015
673,32,2026-09-18,定期保養,1313
377,338,2026-09-18,零件更換,2973
2494,170,2026-09-18,性能檢測,621
2482,353,2026-09-19,故障維修,4398
1934,248,2026-09-20,定期保養,1010
1824,313,2026-09-20,零件更換,2802
2206,370,2026-09-20,定期保養,1045
1897,253,2026-09-20,定期保養,842
1517,264,2026-09-20,故障維修,2315
366,169,2026-09-20,定期保養,1277
1278,395,2026-09-20,性能檢測,1334
65,123,2026-09-21,零件更換,7742
149,21,2026-09-21,清潔消毒,303
1091,381,2026-09-22,定期保養,1482
601,70,2026-09-22,定期保養,1681
473,17,2026-09-22,性能檢測,1467
409,365,2026-09-23,定期保養,1068
1915,192,2026-09-24,定期保養,1020
935,72,2026-09-24,清潔消毒,303
959,69,2026-09-24,性能檢測,591
1327,77,2026-09-24,定期保養,1205
659,264,2026-09-25,定期保養,1603
2045,345,2026-09-25,定期保養,1226
715,152,2026-09-25,清潔消毒,574
1357,362,2026-09-25,故障維修,4449
381,50,2026-09-26,定期保養,1554
1724,43,2026-09-26,定期保養,848
2148,157,2026-09-27,定期保養,756
1165,68,2026-09-28,故障維修,4154
736,353,2026-09-28,零件更換,5565
1698,58,2026-09-28,定期保養,690
424,207,2026-09-29,故障維修,4336
2273,205,2026-09-29,故障維修,3610
401,44,2026-09-29,故障維修,1608
8,348,2026-09-30,定期保養,1491
1636,101,2026-09-30,零件更換,6931
1157,67,2026-09-30,定期保養,1220
2346,272,2026-10-01,定期保養,1262
2403,178,2026-10-02,零件更換,5331
677,47,2026-10-02,故障維修,4469
234,207,2026-10-02,零件更換,2060
1720,103,2026-10-03,性能檢測,1280
1542,44,2026-10-03,清潔消毒,607
1712,25,2026-10-03,定期保養,1081
2088,268,2026-10-04,零件更換,5719
260,41,2026-10-05,定期保養,1386
103,137,2026-10-05,清潔消毒,455
995,159,2026-10-05,定期保養,1189
16,78,2026-10-05,清潔消毒,614
2303,214,2026-10-05,定期保養,1570
596,203,2026-10-06,定期保養,909
775,321,2026-10-06,定期保養,1591
1928,204,2026-10-06,清潔消毒,553
1921,283,2026-10-06,故障維修,2859
1429,263,2026-10-06,故障維修,3576
2013,366,2026-10-06,故障維修,4706
785,77,2026-10-07,定期保養,790
1806,313,2026-10-07,定期保養,1264
1070,125,2026-10-07,故障維修,5808
294,158,2026-10-08,故障維修,5824
1838,148,2026-10-08,故障維修,3723
1930,26,2026-10-08,定期保養,1080
202,34,2026-10-08,零件更換,3312
2070,143,2026-10-09,定期保養,1435
938,368,2026-10-09,零件更換,4015
1673,349,2026-10-09,清潔消毒,653
2197,196,2026-10-09,零件更換,6650
2286,120,2026-10-09,故障維修,3286
450,34,2026-10-10,定期保養,1103
1644,257,2026-10-10,零件更換,6953
265,353,2026-10-10,零件更換,6424
210,68,2026-10-10,定期保養,1105
188,230,2026-10-11,定期保養,1457
867,65,2026-10-11,定期保養,1133
972,378,2026-10-12,性能檢測,408
1113,96,2026-10-13,清潔消毒,591
2140,344,2026-10-14,清潔消毒,761
184,353,2026-10-14,故障維修,4460
1662,216,2026-10-14,定期保養,611
825,225,2026-10-15,故障維修,5436
1586,58,2026-10-15,故障維修,4310
1246,258,2026-10-15,故障維修,3038
966,155,2026-10-15,故障維修,4630
2240,103,2026-10-16,性能檢測,708
1150,349,2026-10-16,定期保養,518
434,43,2026-10-16,性能檢測,811
937,7,2026-10-16,故障維修,3163
2322,289,2026-10-16,定期保養,1045
2078,193,2026-10-17,零件更換,6302
1176,225,2026-10-17,清潔消毒,931
812,336,2026-10-17,定期保養,1645
374,278,2026-10-17,定期保養,1627
1306,350,2026-10-18,零件更換,6477
405,139,2026-10-18,故障維修,2745
643,92,2026-10-18,故障維修,4086
888,103,2026-10-18,故障維修,2190
974,93,2026-10-18,定期保養,772
194,260,2026-10-19,定期保養,763
1201,306,2026-10-19,定期保養,955
1323,350,2026-10-20,清潔消毒,570
387,123,2026-10-20,零件更換,3181
1248,12,2026-10-21,定期保養,1238
293,330,2026-10-21,性能檢測,1005
1904,13,2026-10-22,定期保養,822
1929,263,2026-10-22,零件更換,7061
2003,366,2026-10-22,清潔消毒,951
2004,108,2026-10-24,故障維修,4236
1185,43,2026-10-24,零件更換,7056
1410,349,2026-10-24,故障維修,1580
1571,239,2026-10-25,故障維修,2094
920,59,2026-10-25,定期保養,1028
1848,85,2026-10-25,故障維修,5455
695,48,2026-10-26,零件更換,7716
1478,308,2026-10-26,零件更換,3145
2208,344,2026-10-27,定期保養,1364
397,344,2026-10-27,性能檢測,792
2431,248,2026-10-27,故障維修,2374
2074,353,2026-10-27,故障維修,2751
1024,391,2026-10-28,定期保養,1737
494,80,2026-10-28,清潔消毒,1007
388,75,2026-10-28,定期保養,1048
1885,68,2026-10-28,定期保養,636
1630,193,2026-10-28,定期保養,1458
2414,11,2026-10-29,性能檢測,1418
1737,192,2026-10-29,定期保養,840
852,303,2026-10-29,故障維修,1969
15,77,2026-10-29,零件更換,6812
856,81,2026-10-30,零件更換,5985
916,187,2026-10-30,清潔消毒,1049
2005,119,2026-10-30,定期保養,1233
207,43,2026-10-30,故障維修,4151
1495,248,2026-10-30,清潔消毒,1160
1524,43,2026-10-30,定期保養,1004
1118,353,2026-10-30,零件更換,6185
2064,196,2026-10-30,故障維修,4731
977,243,2026-10-31,定期保養,1531
379,326,2026-10-31,清潔消毒,353
912,117,2026-11-01,性能檢測,872
539,193,2026-11-01,零件更換,7787
1163,147,2026-11-01,定期保養,1660
1389,391,2026-11-01,故障維修,1802
2288,144,2026-11-01,清潔消毒,464
1437,134,2026-11-01,性能檢測,1312
464,239,2026-11-01,定期保養,1734
1340,11,2026-11-02,定期保養,863
607,89,2026-11-02,性能檢測,468
2340,181,2026-11-02,零件更換,4754
1107,173,2026-11-02,清潔消毒,712
352,343,2026-11-02,零件更換,3215
1021,284,2026-11-02,性能檢測,667
734,219,2026-11-02,定期保養,1187
780,263,2026-11-02,故障維修,3486
2362,182,2026-11-02,定期保養,1567
63,332,2026-11-03,零件更換,4492
2087,44,2026-11-03,清潔消毒,441
1856,110,2026-11-03,零件更換,3746
150,121,2026-11-04,定期保養,1183
1690,309,2026-11-04,性能檢測,1401
839,238,2026-11-04,故障維修,2910
2158,152,2026-11-05,清潔消毒,763
371,43,2026-11-05,清潔消毒,509
1781,14,2026-11-06,故障維修,1900
90,202,2026-11-06,故障維修,4346
1345,299,2026-11-06,清潔消毒,938
313,10,2026-11-06,清潔消毒,782
754,147,2026-11-08,故障維修,5811
2439,225,2026-11-08,定期保養,543
2476,349,2026-11-08,清潔消毒,804
2345,380,2026-11-08,故障維修,1589
998,59,2026-11-09,定期保養,1122
457,5,2026-11-10,清潔消毒,598
1285,142,2026-11-10,性能檢測,1273
1428,385,2026-11-10,定期保養,704
1008,341,2026-11-12,清潔消毒,459
501,284,2026-11-12,定期保養,858
611,15,2026-11-12,定期保養,1171
2343,32,2026-11-13,定期保養,894
1233,93,2026-11-13,定期保養,930
544,273,2026-11-13,故障維修,1941
365,380,2026-11-14,故障維修,2538
444,164,2026-11-15,故障維修,1743
83,143,2026-11-15,故障維修,3229
669,79,2026-11-16,定期保養,616
2068,114,2026-11-16,定期保養,507
1414,24,2026-11-16,清潔消毒,1181
512,181,2026-11-16,清潔消毒,595
2399,264,2026-11-17,定期保養,1449
1583,243,2026-11-17,定期保養,1703
842,272,2026-11-17,性能檢測,998
1672,353,2026-11-18,故障維修,4878
497,239,2026-11-18,定期保養,1049
537,341,2026-11-18,故障維修,4758
1715,24,2026-11-19,定期保養,1283
665,43,2026-11-19,零件更換,6021
253,342,2026-11-19,清潔消毒,432
2249,246,2026-11-19,清潔消毒,496
1735,56,2026-11-19,定期保養,1062
1727,212,2026-11-20,定期保養,781
287,199,2026-11-20,零件更換,6759
157,274,2026-11-20,零件更換,2435
914,178,2026-11-20,清潔消毒,557
2118,253,2026-11-21,定期保養,1283
1687,373,2026-11-22,故障維修,5688
1225,181,2026-11-22,零件更換,2684
220,341,2026-11-23,定期保養,748
623,163,2026-11-23,性能檢測,833
113,374,2026-11-24,零件更換,6938
674,219,2026-11-24,性能檢測,1043
1320,24,2026-11-24,清潔消毒,597
1898,80,2026-11-25,零件更換,4729
590,64,2026-11-25,清潔消毒,359
2155,43,2026-11-26,故障維修,5575
960,297,2026-11-26,零件更換,4367
7,24,2026-11-26,故障維修,4456
2019,9,2026-11-26,故障維修,4683
2372,339,2026-11-27,清潔消毒,542
165,38,2026-11-28,定期保養,1267
115,260,2026-11-28,定期保養,895
869,346,2026-11-28,定期保養,1271
1153,284,2026-11-28,定期保養,949
2160,302,2026-11-29,故障維修,5841
2401,149,2026-11-29,清潔消毒,327
1973,119,2026-11-30,故障維修,4447
1255,279,2026-11-30,定期保養,1667
1009,109,2026-11-30,定期保養,1049
1618,271,2026-11-30,故障維修,3441
1533,290,2026-11-30,故障維修,3173
2379,190,2026-11-30,清潔消毒,509
229,359,2026-11-30,故障維修,1532
1250,254,2026-12-01,清潔消毒,753
967,292,2026-12-01,清潔消毒,735
770,330,2026-12-02,故障維修,2277
1959,261,2026-12-02,定期保養,1052
809,193,2026-12-03,故障維修,5808
391,397,2026-12-03,定期保養,798
907,328,2026-12-03,定期保養,883
453,183,2026-12-04,定期保養,1359
135,381,2026-12-04,定期保養,1353
782,226,2026-12-05,性能檢測,1401
217,142,2026-12-05,性能檢測,463
1265,5,2026-12-06,零件更換,2017
384,353,2026-12-06,定期保養,604
1406,203,2026-12-06,性能檢測,795
161,162,2026-12-07,清潔消毒,375
1863,75,2026-12-07,定期保養,1483
164,224,2026-12-08,零件更換,2815
1230,178,2026-12-08,零件更換,4328
1351,348,2026-12-08,定期保養,1526
1309,148,2026-12-08,定期保養,1397
317,178,2026-12-08,故障維修,5177
1385,268,2026-12-09,定期保養,742
1349,396,2026-12-09,清潔消毒,946
1553,329,2026-12-10,定期保養,1458
688,122,2026-12-11,性能檢測,1067
1768,203,2026-12-12,故障維修,3565
288,226,2026-12-12,性能檢測,547
661,156,2026-12-12,零件更換,6568
1314,327,2026-12-12,清潔消毒,443
21,252,2026-12-12,清潔消毒,429
1128,177,2026-12-12,定期保養,603
1059,204,2026-12-12,性能檢測,1482
2079,395,2026-12-12,定期保養,1056
1177,316,2026-12-13,故障維修,1678
749,366,2026-12-13,故障維修,3782
1866,378,2026-12-13,定期保養,1542
335,18,2026-12-14,故障維修,3902
192,360,2026-12-14,定期保養,1747
1686,346,2026-12-14,故障維修,1764
616,372,2026-12-14,零件更換,4460
508,330,2026-12-14,定期保養,786
1628,224,2026-12-15,定期保養,573
2161,265,2026-12-16,定期保養,1232
766,235,2026-12-16,故障維修,5519
1795,16,2026-12-16,定期保養,1036
35,390,2026-12-16,性能檢測,1311
1601,82,2026-12-16,定期保養,1197
200,316,2026-12-17,故障維修,2060
2139,80,2026-12-17,性能檢測,888
769,149,2026-12-17,性能檢測,1071
1752,94,2026-12-17,零件更換,5324
147,250,2026-12-17,定期保養,1447
765,12,2026-12-17,定期保養,1694
2180,214,2026-12-18,零件更換,4372
1332,292,2026-12-19,定期保養,990
2233,364,2026-12-19,性能檢測,633
1445,349,2026-12-19,定期保養,1175
392,179,2026-12-19,零件更換,5534
298,94,2026-12-19,故障維修,5721
2159,193,2026-12-20,性能檢測,1369
1611,354,2026-12-20,故障維修,2987
1951,37,2026-12-20,零件更換,6778
682,113,2026-12-20,定期保養,580
1170,125,2026-12-20,定期保養,1039
2163,154,2026-12-20,定期保養,1424
1505,167,2026-12-21,性能檢測,593
166,334,2026-12-21,故障維修,5185
2327,330,2026-12-21,零件更換,7063
704,58,2026-12-21,定期保養,1137
1430,349,2026-12-21,清潔消毒,744
302,222,2026-12-22,故障維修,4175
2055,341,2026-12-22,性能檢測,425
2397,65,2026-12-22,定期保養,1410
245,6,2026-12-22,零件更換,5432
1289,12,2026-12-22,故障維修,3814
61,171,2026-12-23,性能檢測,1158
1840,97,2026-12-23,故障維修,1710
1026,203,2026-12-23,定期保養,988
320,109,2026-12-23,故障維修,1788
1708,94,2026-12-23,零件更換,4739
1431,195,2026-12-24,定期保養,1465
981,146,2026-12-24,清潔消毒,812
1802,297,2026-12-24,定期保養,1355
932,334,2026-12-25,故障維修,4040
973,296,2026-12-25,故障維修,1956
57,37,2026-12-25,零件更換,2877
239,264,2026-12-25,定期保養,1161
507,367,2026-12-25,零件更換,4258
690,79,2026-12-25,零件更換,5499
1000,190,2026-12-26,定期保養,1392
1498,198,2026-12-26,定期保養,1296
502,224,2026-12-27,定期保養,1692
2210,367,2026-12-27,故障維修,5369
1459,94,2026-12-27,清潔消毒,1010
1962,178,2026-12-27,故障維修,2977
2232,19,2026-12-28,定期保養,1503
1466,19,2026-12-28,故障維修,5728
831,97,2026-12-28,故障維修,5675
1989,187,2026-12-28,故障維修,5694
1963,336,2026-12-28,故障維修,2070
571,215,2026-12-28,定期保養,884
2295,2,2026-12-29,定期保養,819
2351,261,2026-12-29,清潔消毒,740
1484,2,2026-12-29,零件更換,4636
73,2,2026-12-29,零件更換,3866
2371,266,2026-12-29,零件更換,2186
186,270,2026-12-29,故障維修,2969
2451,118,2026-12-29,清潔消毒,420
2274,266,2026-12-29,零件更換,7430
1996,268,2026-12-30,性能檢測,1495
1286,217,2026-12-30,性能檢測,965
1902,2,2026-12-30,零件更換,5897
209,2,2026-12-30,故障維修,3241
1299,262,2026-12-30,故障維修,2689
2339,52,2026-12-30,定期保養,1651
213,266,2026-12-30,定期保養,1794
36,325,2026-12-30,定期保養,500
380,123,2026-12-30,零件更換,3299
1432,216,2026-12-30,定期保養,963
1321,107,2026-12-30,定期保養,732
1946,217,2026-12-30,清潔消毒,407
1974,217,2026-12-31,性能檢測,881
2113,78,2026-12-31,清潔消毒,414
1208,190,2026-12-31,故障維修,1933
860,26,2026-12-31,性能檢測,1364
2257,217,2026-12-31,故障維修,2778
1626,281,2026-12-31,定期保養,1270
1427,2,2026-12-31,定期保養,626
181,149,2026-12-31,故障維修,2392
1380,242,2026-12-31,零件更換,2306
2145,201,2026-12-31,定期保養,1256
